Release group ID,Release calendar year_start,Release calendar year_end,Water year (WY),Decade,Hatchery name,Data Source,Data status,Total number released,Mean fish mass (g),Release date_start,Release date_end,Release calendar month_start,Release calendar month_end,Rel Water_reported,Release Site_reported,Release Life History Stage_reported,Release_water_AS,Release_site_AS,Release_lat_AS,Release_long_AS,Hatchery-to-release-site-distance_rkm,Release-site-to-ocean-distance_rkm,Source_AS,Notes_AS
1946,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6400,141.7,35445,35445,1,1,NA,B&W MARINA,NA,Mokelumne River,B&W Resort,38.12709,-121.58027,88.47,117.56,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1949,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6400,141.7,35447,35447,1,1,NA,B&W MARINA,NA,Mokelumne River,B&W Resort,38.12709,-121.58027,88.47,117.56,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1950,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6400,141.7,35447,35447,1,1,NA,B&W MARINA,NA,Mokelumne River,B&W Resort,38.12709,-121.58027,88.47,117.56,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2510,1982,1982,1982,4,NIMBUS FISH HATCHERY,Annual Report,final,133699,141.7,NA,NA,4,4,Sacramento River,Rio Vista,Yearling,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
129,1966,1966,1966,2,COLEMAN NFH,2011 BO,final,1000,141.1634562,NA,NA,3,3,NA,SHASTA LAKE,NA,Sacramento River,Shasta Lake,40.719095,-122.418251,NA,NA,NEW,New (looked up)
146,1967,1967,1967,2,COLEMAN NFH,2011 BO,final,3500,141.1634562,NA,NA,6,6,NA,SACRAMENTO RIVER,NA,Sacramento River,Sacramento River at Battle Creek,40.35485,-122.17526,9.35,508.51,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
150,1968,1968,1968,3,COLEMAN NFH,2011 BO,final,377500,141.1634562,NA,NA,1,5,NA,SHASTA LAKE,NA,Sacramento River,Shasta Lake,40.719095,-122.418251,NA,NA,NEW,New (looked up)
151,1968,1968,1968,3,COLEMAN NFH,2011 BO,final,30500,141.1634562,NA,NA,2,2,NA,WHISKEYTOWN RESERVOIR,NA,Clear Creek,"Clear Creek, Whiskeytown Dam",40.596369,-122.538873,73.02,572.18,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
159,1969,1969,1969,3,COLEMAN NFH,2011 BO,final,40000,141.1634562,NA,NA,1,1,NA,WHISKEYTOWN RESERVOIR,NA,Clear Creek,"Clear Creek, Whiskeytown Dam",40.596369,-122.538873,73.02,572.18,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
194,1972,1972,1972,3,COLEMAN NFH,2011 BO,final,15376,141.1634562,NA,NA,3,4,NA,WHISKEYTOWN RESERVOIR,NA,Clear Creek,"Clear Creek, Whiskeytown Dam",40.596369,-122.538873,73.02,572.18,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
198,1972,1972,1972,3,COLEMAN NFH,2011 BO,final,4080,141.1634562,NA,NA,7,7,NA,TULE RIVER (RESERVATION),NA,Tule River,Tule River Reservation,36.032141,-118.718298,NA,NA,NEW,Low confidence in exact coordinates
207,1973,1973,1973,3,COLEMAN NFH,2011 BO,final,71818,141.1634562,NA,NA,3,3,NA,SHASTA LAKE,NA,Sacramento River,Shasta Lake,40.719095,-122.418251,NA,NA,NEW,New (looked up)
214,1973,1973,1973,3,COLEMAN NFH,2011 BO,final,38796,141.1634562,NA,NA,7,8,NA,WHISKEYTOWN RESERVOIR,NA,Clear Creek,"Clear Creek, Whiskeytown Dam",40.596369,-122.538873,73.02,572.18,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
357,1992,1992,1992,5,COLEMAN NFH,RMIS,final,52204,140.33,33626,33626,1,1,NA,BATTLE CK OLD MOUTH,Smolt,Sacramento River,Sacramento River at Battle Creek,40.35485,-122.17526,9.35,508.51,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
591,1987,1987,1987,4,FEATHER R HATCHERY,Annual Report,final,245695,140,NA,NA,2,2,Feather River,Feather River,NA,Feather River,Verona,38.7852,-121.6195,107.64,204,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2616,2001,2001,2001,6,NIMBUS FISH HATCHERY,Annual Report,draft,193250,139.9975309,NA,NA,2,2,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
579,1985,1985,1985,4,FEATHER R HATCHERY,Annual Report,final,25880,138,NA,NA,3,3,Feather River,Yuba City,NA,Feather River,Yuba City,39.13004,-121.59977,62.52,249.11,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
580,1985,1985,1985,4,FEATHER R HATCHERY,Annual Report,final,45080,138,NA,NA,3,3,Feather River,Yuba City,NA,Feather River,Yuba City,39.13004,-121.59977,62.52,249.11,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
581,1985,1985,1985,4,FEATHER R HATCHERY,Annual Report,final,74610,138,NA,NA,3,3,Feather River,Boyd's Pump,NA,Feather River,Boyd's Pump,39.058038,-121.610567,71.9,239.84,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
604,1989,1989,1989,5,FEATHER R HATCHERY,Annual Report,final,62140,137.9,NA,NA,2,2,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1564,1988,1988,1988,5,MOK R FISH INS,CAHR PROJECT,draft,8085,137.5,32167,32167,1,1,NA,BENICIA ,NA,Carquinez Strait,Benicia Boat Ramp,38.05727,-122.17503,165.5,46.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1565,1988,1988,1988,5,MOK R FISH INS,CAHR PROJECT,draft,8250,137.5,32168,32168,1,1,NA,BENICIA ,NA,Carquinez Strait,Benicia Boat Ramp,38.05727,-122.17503,165.5,46.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1633,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,9900,137.5,32891,32891,1,1,NA,RIO VISTA,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1636,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,10890,137.5,32896,32896,1,1,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1638,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,10230,137.5,32898,32898,1,1,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1639,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1155,137.5,32898,32898,1,1,NA,RANCHO SECO PARK LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1648,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1155,137.5,32913,32913,2,2,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1649,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,2310,137.5,32913,32913,2,2,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1650,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1155,137.5,32913,32913,2,2,NA,RANCHO SECO PARK LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1651,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,6600,137.5,32913,32913,2,2,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1652,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,2310,137.5,32917,32917,2,2,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1714,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,18480,137.5,33267,33267,1,1,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1733,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,1320,137.5,33360,33360,5,5,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1764,1991,1991,1992,5,MOK R FISH INS,CAHR PROJECT,draft,1155,137.5,33590,33590,12,12,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1765,1991,1991,1992,5,MOK R FISH INS,CAHR PROJECT,draft,1155,137.5,33591,33591,12,12,NA,RANCHO SECO LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1989,1999,1999,2000,6,MOK R FISH INS,CAHR PROJECT,draft,24892,137.5,36524,36524,12,12,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1155,2012,2012,2012,7,FEATHER R HATCHERY,State DB,final,2640,137.4521212,40946,40946,2,2,Thermalito Afterbay,Wilber Road Launch,Yearling,Thermalito Afterbay,Wilber Road Launch,39.4999,-121.6525,NA,NA,THIS_DB,NA
1558,1987,1987,1987,4,MOK R FISH INS,Annual Report,final,16834,137.4521212,NA,NA,9,9,Mokelumne River,NA,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2373,1970,1970,1970,3,NIMBUS FISH HATCHERY,Annual Report,final,1000,137.4521212,NA,NA,6,6,Sacramento River,Rio Vista,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2570,1992,1992,1992,5,NIMBUS FISH HATCHERY,Annual Report,final,78070,137.4521212,NA,NA,1,1,Sacramento River,Clarksburg,Yearling,Sacramento River,Clarksburg,38.4152,-121.52175,66.04,144.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2571,1992,1992,1992,5,NIMBUS FISH HATCHERY,Annual Report,final,142240,137.4521212,NA,NA,1,1,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2583,1994,1994,1994,5,NIMBUS FISH HATCHERY,Annual Report,draft,258820,137.4521212,NA,NA,1,1,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2614,2001,2001,2001,6,NIMBUS FISH HATCHERY,Annual Report,draft,1023,137.4521212,NA,NA,1,1,San Joaquin River,Tracy Fish Facility,Yearling,Tracy,Tracy Pumps Fish Facility,37.81719,-121.55563,151.12,136.54,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2839,2009,2009,2009,7,NIMBUS FISH HATCHERY,State DB,final,3300,137.4521212,39853,39853,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2843,2009,2009,2009,7,NIMBUS FISH HATCHERY,State DB,final,9900,137.4521212,39854,39854,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2844,2009,2009,2009,7,NIMBUS FISH HATCHERY,State DB,final,9900,137.4521212,39854,39854,2,2,Sacramento River,Broderick Boat Ramp,Yearling,Sacramento River,Broderick Boat Ramp,38.59092,-121.50816,NA,NA,THIS_DB,NA
2954,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7590,137.4521212,40592,40592,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2955,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7590,137.4521212,40592,40592,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1160,2012,2012,2012,7,FEATHER R HATCHERY,State DB,final,2360,137.423,40946,40946,2,2,Thermalito Afterbay,Wilber Road Launch,Yearling,Thermalito Afterbay,Wilber Road Launch,39.4999,-121.6525,NA,NA,THIS_DB,NA
2612,2000,2000,2000,6,NIMBUS FISH HATCHERY,Annual Report,draft,212710,136.2138138,NA,NA,1,1,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2607,1999,1999,1999,6,NIMBUS FISH HATCHERY,Annual Report,draft,130000,135.400597,NA,NA,1,1,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
648,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,2720,133.4094118,36895,36895,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
649,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,2720,133.4094118,36895,36895,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
668,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36909,36909,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
669,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36909,36909,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
670,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36909,36909,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
672,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36909,36909,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
673,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36910,36910,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
674,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36910,36910,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
675,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36910,36910,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
676,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36910,36910,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
677,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36910,36910,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
678,2001,2001,2001,6,FEATHER R HATCHERY,State DB,final,8500,133.4094118,36910,36910,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1475,1974,1974,1974,3,MOK R FISH INS,Annual Report,final,850,133.4094118,NA,NA,5,5,Mokelumne River,NA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1532,1985,1985,1985,4,MOK R FISH INS,Annual Report,final,4982,133.4094118,NA,NA,5,5,Mokelumne River,NA,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1551,1987,1987,1987,4,MOK R FISH INS,Annual Report,final,3740,133.4094118,NA,NA,2,2,Mokelumne River,NA,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1553,1987,1987,1987,4,MOK R FISH INS,Annual Report,final,5670,133.4094118,NA,NA,3,3,Mokelumne River,NA,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2125,2007,2007,2007,6,MOK R FISH INS,State DB,final,5015,133.4094118,39133,39133,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2126,2007,2007,2007,6,MOK R FISH INS,State DB,final,11900,133.4094118,39133,39133,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2127,2007,2007,2007,6,MOK R FISH INS,State DB,final,4760,133.4094118,39133,39133,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2129,2007,2007,2007,6,MOK R FISH INS,State DB,final,12070,133.4094118,39133,39133,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2130,2007,2007,2007,6,MOK R FISH INS,State DB,final,5100,133.4094118,39133,39133,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2292,2015,2015,2015,7,MOK R FISH INS,State DB,final,5440,133.4094118,42045,42045,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2374,1970,1970,1970,3,NIMBUS FISH HATCHERY,Annual Report,final,1100,133.4094118,NA,NA,6,6,American River,Hatchery to Watt Avenue,NA,American River,American River at Watt Avenue,38.566972,-121.382482,NA,NA,NEW,NA
2375,1970,1970,1970,3,NIMBUS FISH HATCHERY,Annual Report,final,1400,133.4094118,NA,NA,6,6,Sacramento River,Clarksburg,NA,Sacramento River,Clarksburg,38.4152,-121.52175,66.04,144.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2615,2001,2001,2001,6,NIMBUS FISH HATCHERY,Annual Report,draft,240750,133.4094118,NA,NA,1,1,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2885,2010,2010,2010,7,NIMBUS FISH HATCHERY,State DB,final,8500,133.4094118,40218,40218,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2886,2010,2010,2010,7,NIMBUS FISH HATCHERY,State DB,final,8160,133.4094118,40218,40218,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2887,2010,2010,2010,7,NIMBUS FISH HATCHERY,State DB,final,5100,133.4094118,40218,40218,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2889,2010,2010,2010,7,NIMBUS FISH HATCHERY,State DB,final,8840,133.4094118,40218,40218,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2890,2010,2010,2010,7,NIMBUS FISH HATCHERY,State DB,final,8160,133.4094118,40218,40218,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2891,2010,2010,2010,7,NIMBUS FISH HATCHERY,State DB,final,8160,133.4094118,40218,40218,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2959,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7820,133.4094118,40596,40596,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2960,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7820,133.4094118,40597,40597,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2961,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7820,133.4094118,40597,40597,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2962,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7820,133.4094118,40597,40597,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3005,2012,2012,2012,7,NIMBUS FISH HATCHERY,State DB,final,7480,133.4094118,40968,40968,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3006,2012,2012,2012,7,NIMBUS FISH HATCHERY,State DB,final,7480,133.4094118,40968,40968,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3007,2012,2012,2012,7,NIMBUS FISH HATCHERY,State DB,final,7480,133.4094118,40968,40968,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3023,2013,2013,2013,7,NIMBUS FISH HATCHERY,State DB,final,7480,133.4094118,41311,41311,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3025,2013,2013,2013,7,NIMBUS FISH HATCHERY,State DB,final,3400,133.4094118,41311,41311,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3026,2013,2013,2013,7,NIMBUS FISH HATCHERY,State DB,final,7480,133.4094118,41311,41311,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3027,2013,2013,2013,7,NIMBUS FISH HATCHERY,State DB,final,3400,133.4094118,41311,41311,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2131,2007,2007,2007,6,MOK R FISH INS,State DB,final,11912,133.4082918,39133,39133,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1647,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,3400,133.4,32909,32909,2,2,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1713,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,20400,133.4,33262,33262,1,1,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1720,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,16575,133.4,33274,33274,2,2,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1819,1992,1992,1993,5,MOK R FISH INS,CAHR PROJECT,draft,1360,133.4,33954,33954,12,12,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1820,1992,1992,1993,5,MOK R FISH INS,CAHR PROJECT,draft,3400,133.4,33959,33959,12,12,NA,CLARKSBURG BOAT RAMP,NA,Sacramento River,Clarksburg,38.4152,-121.52175,66.04,144.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1823,1992,1992,1993,5,MOK R FISH INS,CAHR PROJECT,draft,1360,133.4,33962,33962,12,12,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1826,1992,1992,1993,5,MOK R FISH INS,CAHR PROJECT,draft,7480,133.4,33968,33968,12,12,NA,GARCIA BEND,NA,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1827,1992,1992,1993,5,MOK R FISH INS,CAHR PROJECT,draft,3740,133.4,33969,33969,12,12,NA,GARCIA BEND,NA,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
