Release group ID,Release calendar year_start,Release calendar year_end,Water year (WY),Decade,Hatchery name,Data Source,Data status,Total number released,Mean fish mass (g),Release date_start,Release date_end,Release calendar month_start,Release calendar month_end,Rel Water_reported,Release Site_reported,Release Life History Stage_reported,Release_water_AS,Release_site_AS,Release_lat_AS,Release_long_AS,Hatchery-to-release-site-distance_rkm,Release-site-to-ocean-distance_rkm,Source_AS,Notes_AS
316,1985,1985,1985,4,COLEMAN NFH,RMIS,final,9790,73.23,31106,31106,2,2,NA,SAC R AB COLLINSVILLE,Smolt,Sacramento River,Sacramento River above Collinsville,38.07,-121.85,NA,NA,RMIS,NA
317,1985,1985,1985,4,COLEMAN NFH,RMIS,final,10195,73.23,31106,31106,2,2,NA,SAC R AB COLLINSVILLE,Smolt,Sacramento River,Sacramento River above Collinsville,38.07,-121.85,NA,NA,RMIS,NA
318,1985,1985,1985,4,COLEMAN NFH,RMIS,final,10459,73.23,31106,31106,2,2,NA,SAC R AB COLLINSVILLE,Smolt,Sacramento River,Sacramento River above Collinsville,38.07,-121.85,NA,NA,RMIS,NA
320,1985,1985,1985,4,COLEMAN NFH,RMIS,final,10158,73.23,31106,31106,2,2,NA,SAC R AB COLLINSVILLE,Smolt,Sacramento River,Sacramento River above Collinsville,38.07,-121.85,NA,NA,RMIS,NA
321,1985,1985,1985,4,COLEMAN NFH,RMIS,final,9603,73.23,31106,31106,2,2,NA,SAC R AB COLLINSVILLE,Smolt,Sacramento River,Sacramento River above Collinsville,38.07,-121.85,NA,NA,RMIS,NA
1961,1997,1997,1998,6,MOK R FISH INS,CAHR PROJECT,draft,15000,73.2,35783,35783,12,12,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1963,1997,1997,1998,6,MOK R FISH INS,CAHR PROJECT,draft,15500,73.2,35786,35786,12,12,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1430,1968,1968,1968,3,MOK R FISH INS,Annual Report,final,53785,73.16,NA,NA,4,4,Mokelumne River,7 miles below Camanche Dam,NA,Mokelumne River,Below Camanche Dam,38.178038,-121.165428,NA,NA,NEW,NA
1452,1971,1972,1972,3,MOK R FISH INS,Annual Report,final,111926,73.16,NA,NA,12,5,Mokelumne River,New Hope Landing,NA,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1473,1974,1974,1974,3,MOK R FISH INS,Annual Report,final,10013,73.16,NA,NA,1,1,Mokelumne River,NA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2795,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,15500,73.16,39482,39482,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2796,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,4960,73.16,39482,39482,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2395,1972,1972,1972,3,NIMBUS FISH HATCHERY,Annual Report,final,76290,72.98259012,NA,NA,2,2,Sacramento River,Miller Park,NA,Sacramento River,Miller Park,38.56182,-121.51909,41,167.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
418,2001,2001,2001,6,COLEMAN NFH,RMIS,final,40210,72.09,36914,36914,1,1,NA,SAC R AT BEND BRIDGE,Smolt,Sacramento River,Bend Bridge,40.2635,-122.2245,31.81,486.05,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
447,2005,2005,2005,6,COLEMAN NFH,RMIS,final,25597,72.02,38362,38362,1,1,NA,SAC R AT BEND BRIDGE,Smolt,Sacramento River,Bend Bridge,40.2635,-122.2245,31.81,486.05,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2208,2010,2010,2010,7,MOK R FISH INS,State DB,final,35116,71.99914022,40221,40221,2,2,Mokelumne River,Mokelumne River Hatchery,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2349,1964,1964,1964,2,NIMBUS FISH HATCHERY,Annual Report,final,92658,71.99873016,NA,NA,1,2,Sacramento River,Clarksburg,NA,Sacramento River,Clarksburg,38.4152,-121.52175,66.04,144.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2369,1970,1970,1970,3,NIMBUS FISH HATCHERY,Annual Report,final,25200,71.99873016,NA,NA,3,3,Sacramento River,Clarksburg,NA,Sacramento River,Clarksburg,38.4152,-121.52175,66.04,144.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2770,2007,2007,2007,6,NIMBUS FISH HATCHERY,State DB,final,18900,71.99873016,39115,39115,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
387,1995,1995,1995,5,COLEMAN NFH,RMIS,final,147504,71.67,34711,34711,1,1,NA,COLEMAN NFH,Smolt,Battle Creek,Coleman NFH,40.398064,-122.145393,0,517.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2486,1980,1980,1980,4,NIMBUS FISH HATCHERY,Annual Report,final,81400,71.3,NA,NA,1,1,Sacramento River,Rio Vista,Yearling,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
258,1978,1978,1978,4,COLEMAN NFH,RMIS,final,277084,71.11,28570,28573,3,3,NA,SAC R AT LOS MOLINOS,Smolt,Sacramento River,Los Molinos,40.02965,-122.11909,75.79,442.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2469,1978,1978,1978,4,NIMBUS FISH HATCHERY,Annual Report,final,390575,71.1,NA,NA,1,1,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
288,1984,1984,1984,4,COLEMAN NFH,RMIS,final,96920,70.97,30753,30753,3,3,NA,SAC R BEL RBDD,Smolt,Sacramento River,Below Red Bluff Diversion Dam,40.1533,-122.1996,55.73,462.13,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2034,2005,2005,2005,6,MOK R FISH INS,State DB,final,6632,70.87716972,38393,38393,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2031,2005,2005,2005,6,MOK R FISH INS,State DB,final,8960,70.87375,38392,38392,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2032,2005,2005,2005,6,MOK R FISH INS,State DB,final,8960,70.87375,38392,38392,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2348,1964,1964,1964,2,NIMBUS FISH HATCHERY,Annual Report,final,91162,70.87375,NA,NA,1,2,American River,Nimbus Hatchery,NA,American River,Nimbus Fish Hatchery,38.637,-121.221,0,210.99,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2015,2004,2004,2004,6,MOK R FISH INS,State DB,final,27610,70.54250955,38020,38020,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2452,1976,1976,1976,3,NIMBUS FISH HATCHERY,Annual Report,final,49285,70.45,NA,NA,2,2,Sacramento River,Garcia Bend,NA,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2399,1972,1972,1972,3,NIMBUS FISH HATCHERY,Annual Report,final,27330,70.12170509,NA,NA,3,3,Sacramento River,Clarksburg,NA,Sacramento River,Clarksburg,38.4152,-121.52175,66.04,144.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1960,1997,1997,1998,6,MOK R FISH INS,CAHR PROJECT,draft,13650,69.8,35782,35782,12,12,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2260,2013,2013,2013,7,MOK R FISH INS,State DB,final,5309,69.78601349,41313,41313,2,2,Mokelumne River,New Hope Landing,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
848,2005,2005,2005,6,FEATHER R HATCHERY,State DB,final,16250,69.78338462,38384,38384,2,2,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
852,2005,2005,2005,6,FEATHER R HATCHERY,State DB,final,4550,69.78338462,38384,38384,2,2,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
884,2005,2005,2005,6,FEATHER R HATCHERY,State DB,final,22750,69.78338462,38393,38393,2,2,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
885,2005,2005,2005,6,FEATHER R HATCHERY,State DB,final,13000,69.78338462,38393,38393,2,2,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
886,2005,2005,2005,6,FEATHER R HATCHERY,State DB,final,22750,69.78338462,38393,38393,2,2,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
887,2005,2005,2005,6,FEATHER R HATCHERY,State DB,final,13000,69.78338462,38393,38393,2,2,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
888,2005,2005,2005,6,FEATHER R HATCHERY,State DB,final,22750,69.78338462,38397,38397,2,2,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2020,2004,2004,2004,6,MOK R FISH INS,State DB,final,27469,69.78338462,38022,38022,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2252,2013,2013,2013,7,MOK R FISH INS,State DB,final,9100,69.78338462,41312,41312,2,2,Mokelumne River,New Hope Landing,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2255,2013,2013,2013,7,MOK R FISH INS,State DB,final,10400,69.78338462,41312,41312,2,2,Mokelumne River,New Hope Landing,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2256,2013,2013,2013,7,MOK R FISH INS,State DB,final,10400,69.78338462,41312,41312,2,2,Mokelumne River,New Hope Landing,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2261,2013,2013,2013,7,MOK R FISH INS,State DB,final,10400,69.78338462,41313,41313,2,2,Mokelumne River,New Hope Landing,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2394,1972,1972,1972,3,NIMBUS FISH HATCHERY,Annual Report,final,2665,69.78338462,NA,NA,2,2,Sacramento River,Discovery Park,NA,Sacramento River,Discovery Park,38.597544,-121.5084,36.6,172.14,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2799,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,16250,69.78338462,39483,39483,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2801,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,16250,69.78338462,39483,39483,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2802,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,11700,69.78338462,39483,39483,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2809,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,19500,69.78338462,39491,39491,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2810,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,19500,69.78338462,39491,39491,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2820,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,2600,69.78338462,39492,39492,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
889,2005,2005,2005,6,FEATHER R HATCHERY,State DB,final,9143,69.78262137,38397,38397,2,2,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2262,2013,2013,2013,7,MOK R FISH INS,State DB,final,8794,69.78219431,41316,41316,2,2,Mokelumne River,New Hope Landing,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2440,1975,1975,1975,3,NIMBUS FISH HATCHERY,Annual Report,final,45370,69.7,NA,NA,3,3,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
271,1980,1980,1980,4,COLEMAN NFH,RMIS,final,107024,69.57,29312,29315,4,4,NA,SAC R BEL RBDD,Smolt,Sacramento River,Below Red Bluff Diversion Dam,40.1533,-122.1996,55.73,462.13,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2449,1976,1976,1976,3,NIMBUS FISH HATCHERY,Annual Report,final,49260,69.3,NA,NA,1,1,Sacramento River,Garcia Bend,NA,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
279,1982,1982,1982,4,COLEMAN NFH,RMIS,final,50000,69.01,30034,30034,3,3,NA,SAC R AT LAKE CALIFORNIA,Smolt,Sacramento River,Sacramento River at Lake California,40.3419,-122.1942,NA,NA,RMIS,NA
284,1983,1983,1983,4,COLEMAN NFH,RMIS,final,98000,69,30417,30417,4,4,NA,COLEMAN NFH,Smolt,Battle Creek,Coleman NFH,40.398064,-122.145393,0,517.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2026,2005,2005,2005,6,MOK R FISH INS,State DB,final,9236,68.72635825,38390,38390,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2027,2005,2005,2005,6,MOK R FISH INS,State DB,final,9236,68.72635825,38390,38390,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2014,2004,2004,2004,6,MOK R FISH INS,State DB,final,16170,68.72606061,38020,38020,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2203,2009,2009,2009,7,MOK R FISH INS,State DB,final,8250,68.72606061,39869,39869,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2805,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,7920,68.72606061,39489,39489,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2811,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,19800,68.72606061,39491,39491,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2813,2008,2008,2008,7,NIMBUS FISH HATCHERY,State DB,final,19800,68.72606061,39491,39491,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2396,1972,1972,1972,3,NIMBUS FISH HATCHERY,Annual Report,final,295360,68.33980228,NA,NA,2,2,Sacramento River,Clarksburg,NA,Sacramento River,Clarksburg,38.4152,-121.52175,66.04,144.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2385,1971,1971,1971,3,NIMBUS FISH HATCHERY,Annual Report,final,102255,68.20932331,NA,NA,3,3,Sacramento River,Clarksburg,NA,Sacramento River,Clarksburg,38.4152,-121.52175,66.04,144.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1432,1969,1969,1969,3,MOK R FISH INS,Annual Report,final,22579,67.70029851,NA,NA,3,3,Mokelumne River,Three Mile Slough at Brannon Island State Park,Yearling,Sacramento River,Brannan Island,38.107969,-121.702938,103.07,102.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2766,2007,2007,2007,6,NIMBUS FISH HATCHERY,State DB,final,16750,67.70029851,39114,39114,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2768,2007,2007,2007,6,NIMBUS FISH HATCHERY,State DB,final,20100,67.70029851,39114,39114,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
289,1984,1984,1984,4,COLEMAN NFH,RMIS,final,495233,67.7,30754,30754,3,3,NA,COLEMAN NFH,Smolt,Battle Creek,Coleman NFH,40.398064,-122.145393,0,517.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2494,1980,1980,1980,4,NIMBUS FISH HATCHERY,Annual Report,final,148220,67.2,NA,NA,4,4,Sacramento River,Rio Vista,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
244,1976,1976,1976,3,COLEMAN NFH,RMIS,final,165000,66.77,27855,27855,4,4,NA,COLEMAN NFH,Smolt,Battle Creek,Coleman NFH,40.398064,-122.145393,0,517.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
354,1992,1992,1992,5,COLEMAN NFH,RMIS,final,56610,66.76,33605,33606,1,1,NA,BATTLE CK OLD MOUTH,Smolt,Sacramento River,Sacramento River at Battle Creek,40.35485,-122.17526,9.35,508.51,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2503,1981,1981,1981,4,NIMBUS FISH HATCHERY,Annual Report,final,56440,66.7,NA,NA,3,3,Sacramento River,Rio Vista,Yearling,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
358,1992,1992,1992,5,COLEMAN NFH,RMIS,final,56306,66.65,33626,33626,1,1,NA,BATTLE CK OLD MOUTH,Smolt,Sacramento River,Sacramento River at Battle Creek,40.35485,-122.17526,9.35,508.51,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
518,1975,1975,1975,3,FEATHER R HATCHERY,Annual Report,final,101510,66.5,NA,NA,3,3,Feather River,Gridley,NA,Feather River,Gridley,39.3593,-121.6365,25.95,285.78,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
257,1978,1978,1978,4,COLEMAN NFH,RMIS,final,51560,66.45,28565,28566,3,3,NA,YUBA RIVER,Smolt,Yuba River,Yuba River,39.181053,-121.511052,74.4,260.09,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
249,1977,1977,1977,3,COLEMAN NFH,RMIS,final,39182,66.05,28164,28164,2,2,NA,SAC R AT DAIRYVILLE,Smolt,Sacramento River,Sacramento River at Dairyville,40.14,-122.15,NA,NA,RMIS,NA
250,1977,1977,1977,3,COLEMAN NFH,RMIS,final,119962,65.95,28164,28178,2,2,NA,SAC R AT LOS MOLINOS,Smolt,Sacramento River,Los Molinos,40.02965,-122.11909,75.79,442.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
267,1980,1980,1980,4,COLEMAN NFH,RMIS,final,223150,65.8,29285,29285,3,3,NA,COLEMAN NFH,Smolt,Battle Creek,Coleman NFH,40.398064,-122.145393,0,517.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
520,1976,1976,1976,3,FEATHER R HATCHERY,Annual Report,final,113240,65.5,NA,NA,2,2,Feather River,Yuba City,NA,Feather River,Yuba City,39.13004,-121.59977,62.52,249.11,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
64,1961,1961,1962,2,COLEMAN NFH,2011 BO,final,50031,65.424469,NA,NA,10,10,NA,SACRAMENTO RIVER,NA,Sacramento River,Sacramento River at Battle Creek,40.35485,-122.17526,9.35,508.51,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
89,1963,1963,1964,2,COLEMAN NFH,2011 BO,final,33300,65.424469,NA,NA,12,12,NA,SHASTA LAKE,NA,Sacramento River,Shasta Lake,40.719095,-122.418251,NA,NA,NEW,New (looked up)
90,1963,1963,1963,2,COLEMAN NFH,2011 BO,final,86132,65.424469,NA,NA,NA,NA,NA,NA,NA,Battle Creek,Coleman NFH,40.398064,-122.145393,0,517.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
97,1964,1964,1965,2,COLEMAN NFH,2011 BO,final,25000,65.424469,NA,NA,11,11,NA,WHISKEYTOWN RESERVOIR,NA,Clear Creek,"Clear Creek, Whiskeytown Dam",40.596369,-122.538873,73.02,572.18,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
98,1964,1964,1965,2,COLEMAN NFH,2011 BO,final,95500,65.424469,NA,NA,11,11,NA,SHASTA LAKE,NA,Sacramento River,Shasta Lake,40.719095,-122.418251,NA,NA,NEW,New (looked up)
100,1964,1964,1965,2,COLEMAN NFH,2011 BO,final,25600,65.424469,NA,NA,11,11,NA,FEATHER RIVER,NA,Feather River,Verona,38.7852,-121.6195,107.64,204,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
112,1965,1965,1966,2,COLEMAN NFH,2011 BO,final,117100,65.424469,NA,NA,12,12,NA,SHASTA LAKE,NA,Sacramento River,Shasta Lake,40.719095,-122.418251,NA,NA,NEW,New (looked up)
113,1965,1965,1965,2,COLEMAN NFH,2011 BO,final,241900,65.424469,NA,NA,NA,NA,NA,NA,NA,Battle Creek,Coleman NFH,40.398064,-122.145393,0,517.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
137,1966,1967,1967,2,COLEMAN NFH,2011 BO,final,569600,65.424469,NA,NA,12,3,NA,SACRAMENTO RIVER @ BATTLE CREEK,NA,Sacramento River,Sacramento River at Battle Creek,40.35485,-122.17526,9.35,508.51,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
138,1967,1967,1967,2,COLEMAN NFH,2011 BO,final,125150,65.424469,NA,NA,1,1,NA,SACRAMENTO RIVER @ REDDING,NA,Sacramento River,Sacramento River at Redding,40.573,-122.371,NA,NA,RMIS,NA
139,1967,1967,1967,2,COLEMAN NFH,2011 BO,final,48000,65.424469,NA,NA,2,2,NA,FEATHER RIVER,NA,Feather River,Verona,38.7852,-121.6195,107.64,204,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
140,1967,1967,1967,2,COLEMAN NFH,2011 BO,final,214100,65.424469,NA,NA,2,2,NA,SACRAMENTO RIVER @ BALLS FERRY,NA,Sacramento River,Balls Ferry,40.41859,-122.1943,17.39,516.55,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
141,1967,1967,1967,2,COLEMAN NFH,2011 BO,final,41890,65.424469,NA,NA,3,3,NA,WHISKEYTOWN RESERVOIR,NA,Clear Creek,"Clear Creek, Whiskeytown Dam",40.596369,-122.538873,73.02,572.18,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
142,1967,1967,1967,2,COLEMAN NFH,2011 BO,final,27190,65.424469,NA,NA,3,3,NA,DEER CREEK - SACRAMENTO RIVER,NA,Sacramento River,Sacramento River at Deer Creek,39.921563,-122.084165,NA,NA,NEW,NA
143,1967,1967,1967,2,COLEMAN NFH,2011 BO,final,27190,65.424469,NA,NA,3,3,NA,MILL CREEK - SACRAMENTO RIVER,NA,Sacramento River,Sacramento River at Mill Creek,40.037229,-122.11693,NA,NA,NEW,NA
144,1967,1967,1967,2,COLEMAN NFH,2011 BO,final,99890,65.424469,NA,NA,4,4,NA,SACRAMENTO RIVER @ JELLY'S FERRY,NA,Sacramento River,Jelly's Ferry,40.3170992,-122.1888872,16.75,501.11,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
147,1967,1968,1968,3,COLEMAN NFH,2011 BO,final,798000,65.424469,NA,NA,9,3,NA,SACRAMENTO RIVER @ JELLY'S FERRY,NA,Sacramento River,Jelly's Ferry,40.3170992,-122.1888872,16.75,501.11,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
149,1968,1968,1968,3,COLEMAN NFH,2011 BO,final,200000,65.424469,NA,NA,1,3,NA,SACRAMENTO RIVER @ BATTLE CREEK,NA,Sacramento River,Sacramento River at Battle Creek,40.35485,-122.17526,9.35,508.51,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
155,1968,1968,1968,3,COLEMAN NFH,2011 BO,final,25000,65.424469,NA,NA,3,3,NA,DEER CREEK - SACRAMENTO RIVER,NA,Sacramento River,Sacramento River at Deer Creek,39.921563,-122.084165,NA,NA,NEW,NA
165,1969,1970,1970,3,COLEMAN NFH,2011 BO,final,517310,65.424469,NA,NA,9,5,NA,SHASTA LAKE,NA,Sacramento River,Shasta Lake,40.719095,-122.418251,NA,NA,NEW,New (looked up)
